,extra_id,text,name,class_simple,topics,fasttext_all,fasttext_results,fasttext_results2,class_simple_pred_label,class_simple_pred_acc,class_simple_pred_label2,class_simple_pred_acc2,sent_score_pred_label,sent_score_pred_acc,class_simple_pred_label_acc_combined,topic
1558,1558,golden valley high school,COX TERRANCE JOHN (TJ),4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.9877985119819641,4,education
1559,1559,campaign powered by folks like,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.998309314250946, '', '']","['__label__3', 0.998309314250946]","['', '']",3,0.998309314250946,,,for,0.5820111632347107,3,election 
1560,1560,also very proud of campaign ran,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9993638396263123, '', '']","['__label__3', 0.9993638396263123]","['', '']",3,0.9993638396263123,,,for,0.5016636848449707,3,election 
1561,1561, and over donors believed in campaign to put people first,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9899964332580566, '', '']","['__label__3', 0.9899964332580566]","['', '']",3,0.9899964332580566,,,for,0.7985760569572449,3,election 
1562,1562,donate through actblue,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.7371681928634644, '', '']","['__label__3', 0.7371681928634644]","['', '']",3,0.7371681928634644,,,for,0.5823089480400085,3,election 
1563,1563, please visit privacy policies of entities provide features,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.859445333480835,,
1564,1564, campaigns and organizations believe likeminded or believe may wish to hear from,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9623792767524719,,
1565,1565, or for legitimate campaign purposes,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.7643621563911438,3,election 
1566,1566,may update and correct certain information provide to us by emailing us at infotjcoxforcongresscom,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8123844861984253,,
1567,1567, ecommerce or campaign related activities,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.579364001750946,3,election 
1568,1568,tj cox on election count,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9985088109970093, '', '']","['__label__3', 0.9985088109970093]","['', '']",3,0.9985088109970093,,,for,0.8870033025741577,3,election 
1569,1569,preliminary election night statement,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.5918964743614197,3,election 
1570,1570,expected timeline of election results,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9921941161155701, '', '']","['__label__3', 0.9921941161155701]","['', '']",3,0.9921941161155701,,,against,0.5277429819107056,3,election 
1571,1571, tj cox for congress campaign releases following statement after first count of night,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.7606606483459473, '', '']","['__label__3', 0.7606606483459473]","['', '']",3,0.7606606483459473,,,for,0.6763699054718018,3,election 
1572,1572, as election results continue to roll in for race in californias st congressional district,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8540337681770325,,
1573,1573,nobody thought could win against entrenched politician with warchest stuffed full of corporate pac money,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9896818399429321, '', '']","['__label__3', 0.9896818399429321]","['', '']",3,0.9896818399429321,,,against,0.9794992208480835,3,election 
1574,1574, and election unlike any in american history,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6801291704177856,,
1575,1575, given number of early vote and votebymail ballots to cast due to changes in voting procedure triggered by coronavirus pandemic,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.8933194279670715, '', '']","['__label__3', 0.8933194279670715]","['', '']",3,0.8933194279670715,,,for,0.6333886981010437,3,election 
1576,1576,ad exposes david valadaos voting record in congress of time with donald trump,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.59267657995224, '', '']","['__label__3', 0.59267657995224]","['', '']",3,0.59267657995224,,,against,0.6855685710906982,3,election 
1577,1577, with david valadaos record of voting in lockstep with donald trump,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.6187717318534851,,
1578,1578,count on tj to continue fight against president trumps cruel and senseless immigration policies in congress,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9920876622200012,,
1579,1579,tj advocates for expanding telehealth services,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.5000100135803223, '', '']","['__label__3', 0.5000100135803223]","['', '']",3,0.5000100135803223,,,for,0.9974851012229919,3,election 
1580,1580,tj strong advocate for humanitarian standards for in border control custody,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9966725707054138,,
1581,1581,tjs proudest moment in congress vote for american dream and promise act,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.6150978803634644, '', '']","['__label__3', 0.6150978803634644]","['', '']",3,0.6150978803634644,,,for,0.8554609417915344,3,election 
1582,1582,thats tj fought for million in funding for projects in first year in congress,COX TERRANCE JOHN (TJ),3,election ,"['__label__2', 0.8221991658210754, '', '']","['__label__2', 0.8221991658210754]","['', '']",2,0.8221991658210754,,,for,0.8182926177978516,2,economy 
1583,1583,voter protection hotline,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.805827260017395,,
1584,1584,early in person voting,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9951046109199524, '', '']","['__label__3', 0.9951046109199524]","['', '']",3,0.9951046109199524,,,for,0.800701379776001,3,election 
1585,1585,lick to register to vote,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.617215633392334,3,election 
1586,1586,kern county election information,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.5939297676086426,3,election 
1587,1587,kern county election office,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.736788272857666,3,election 
1588,1588,fresno election day voting,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.5556098222732544,3,election 
1589,1589,hrsday thru election day,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.6606534123420715,3,election 
1590,1590,kern election day voting,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.5655954480171204,3,election 
1591,1591,closes at pm on election day,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9995794296264648, '', '']","['__label__3', 0.9995794296264648]","['', '']",3,0.9995794296264648,,,for,0.6413715481758118,3,election 
1592,1592, call election protection hotline at,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9344051480293274, '', '']","['__label__3', 0.9344051480293274]","['', '']",3,0.9344051480293274,,,for,0.5002394318580627,3,election 
1593,1593,voteorg wrote handy guide outlines voting rights,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9615437984466553, '', '']","['__label__3', 0.9615437984466553]","['', '']",3,0.9615437984466553,,,for,0.6980829238891602,3,election 
1594,1594,fresno vote centers open day of election,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6747812032699585,3,election 
1595,1595,may vote at any of locations if registered to vote in fresno county,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9995371699333191, '', '']","['__label__3', 0.9995371699333191]","['', '']",3,0.9995371699333191,,,against,0.8749478459358215,3,election 
1596,1596, although recommended to speed up voting process,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.993317186832428, '', '']","['__label__3', 0.993317186832428]","['', '']",3,0.993317186832428,,,against,0.79945307970047,3,election 
1597,1597,open from ampm on election day,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.8468035459518433,3,election 
1598,1598,fresno vote centers open weekend before election,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.7972823977470398,3,election 
1599,1599,also vote at registrars office anytime from oct nov ampm,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9755869507789612, '', '']","['__label__3', 0.9755869507789612]","['', '']",3,0.9755869507789612,,,against,0.5959962606430054,3,election 
1600,1600,kern county poll locations open on election day,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9989450573921204, '', '']","['__label__3', 0.9989450573921204]","['', '']",3,0.9989450573921204,,,for,0.8281881213188171,3,election 
1601,1601,voter go to any poll location to vote,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6811965703964233,3,election 
1602,1602,voter not need to bring ballot to vote,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.998309314250946, '', '']","['__label__3', 0.998309314250946]","['', '']",3,0.998309314250946,,,against,0.7401429414749146,3,election 
1603,1603, but recommended to speed up voting process,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9954004287719727, '', '']","['__label__3', 0.9954004287719727]","['', '']",3,0.9954004287719727,,,against,0.9979114532470703,3,election 
1604,1604,kings county poll locations open on election day,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9990989565849304, '', '']","['__label__3', 0.9990989565849304]","['', '']",3,0.9990989565849304,,,for,0.827791154384613,3,election 
1605,1605, only early voting polling location available at kern county election office truxtun ave st floor,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.9979592561721802, '', '']","['__label__3', 0.9979592561721802]","['', '']",3,0.9979592561721802,,,against,0.9760807752609253,3,election 
1606,1606, or vote at registrar of voters truxtun ave st floor,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.8903042674064636, '', '']","['__label__3', 0.8903042674064636]","['', '']",3,0.8903042674064636,,,against,0.6583977937698364,3,election 
1607,1607,vote in person on registrar from ampm or at one of polling locations,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.8740872144699097, '', '']","['__label__3', 0.8740872144699097]","['', '']",3,0.8740872144699097,,,for,0.5650556087493896,3,election 
1608,1608,every voter receive ballot in mail year,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7367052435874939,,
1609,1609,click to check voter registration status and address,COX TERRANCE JOHN (TJ),3,election ,"['__label__3', 0.7122421860694885, '', '']","['__label__3', 0.7122421860694885]","['', '']",3,0.7122421860694885,,,for,0.9193754196166992,3,election 
1610,1610,last day to change voting address october th,COX TERRANCE JOHN (TJ),3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6366405487060547,,
1611,1611,as member of natural resources committee introduced and advocated for legislation restore water carrying capacity for conveyance facilities impacted by land subsidence,COX TERRANCE JOHN (TJ),10,environment,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7872603535652161,,
1612,1612,tj cox lanza un nuevo anuncio de televisin carlos,COX TERRANCE JOHN (TJ),8,foreign_policy,"['__label__8', 0.9991804361343384, '', '']","['__label__8', 0.9991804361343384]","['', '']",8,0.9991804361343384,,,for,0.7681832313537598,8,foreign_policy
1613,1613, tj cox para congreso lanz un nuevo anuncio,COX TERRANCE JOHN (TJ),8,foreign_policy,"['__label__8', 0.9970290064811707, '', '']","['__label__8', 0.9970290064811707]","['', '']",8,0.9970290064811707,,,for,0.7909915447235107,8,foreign_policy
1614,1614,release personal information believe release necessary or appropriate to comply with law eg,COX TERRANCE JOHN (TJ),5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8045200705528259,,
1615,1615,el anuncio expone david valadao por votar al noventa nueve por ciento del tiempo con donald trump cuando estaba en el congreso,COX TERRANCE JOHN (TJ),5,healthcare,"['__label__5', 0.9841036200523376, '', '']","['__label__5', 0.9841036200523376]","['', '']",5,0.9841036200523376,,,for,0.6258269548416138,5,healthcare
1616,1616, contrasts tj coxs work to lower health care costs in congress,COX TERRANCE JOHN (TJ),5,healthcare,"['__label__5', 0.9706977605819702, '', '']","['__label__5', 0.9706977605819702]","['', '']",5,0.9706977605819702,,,for,0.9420872330665588,5,healthcare
1617,1617, many veterans live far away from healthcare providers,COX TERRANCE JOHN (TJ),5,healthcare,"['__label__5', 0.9978272914886475, '', '']","['__label__5', 0.9978272914886475]","['', '']",5,0.9978272914886475,,,for,0.7499287128448486,5,healthcare
1618,1618,efforts brought health care access to rural communities so hardworking families see doctors,COX TERRANCE JOHN (TJ),5,healthcare,"['__label__5', 0.9908843636512756, '', '']","['__label__5', 0.9908843636512756]","['', '']",5,0.9908843636512756,,,for,0.718250036239624,5,healthcare
1619,1619, creating over local health care jobs and serving over residents in st district,COX TERRANCE JOHN (TJ),5,healthcare,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6700173616409302,,
1620,1620, tj continue work in creating health care,COX TERRANCE JOHN (TJ),5,healthcare,"['__label__5', 0.9867871999740601, '', '']","['__label__5', 0.9867871999740601]","['', '']",5,0.9867871999740601,,,for,0.9945195317268372,5,healthcare
